symbol,Name,Currency,SIC Code,NAICS Code,Business Description,Industry,Country,State,City,CIK Code,Company Website,Enterprise Value (in $),Revenue (in $),COGS (in $),Gross Profit (in $,EBITDA (in $),Operating Profit (in $),Other Expenses (in $),Operating Expenses (in $),Net Income (in $),Cash (in $),Accounts Receivables (in $),Inventories (in $),Other Current Assets (in $),Total Current Assets (in $),Fixed Assets (in $),PPE (in $),Total Assets (in $),Accounts Payable (in $),Short Term Debt (in $),Long Term Debt (in $),Other Current Liabilities (in $),Total Current Liabilities (in $),Other Liabilities (in $),Total Liabilities (in $),Net Worth (in $),Total Liabilities & Equity (in $),,Revenue (in %),COGS (in %),Gross Profit (in %),EBITDA (in %),Operating Profit (in %),Other Expenses (in %),Operating Expenses (in %),Net Income (in %),Cash (in %),Accounts Receivables (in %),Inventories (in %),Other Current Assets (in %),Total Current Assets (in %),Fixed Assets (in %),PPE (in %),Total Assets (in %),Accounts Payable (in %),Short Term Debt (in %),Long Term Debt (in %),Other Current Liabilities (in %),Total Current Liabilities (in %),Other Liabilities (in %),Total Liabilities (in %),Net Worth (in %),Total Liabilities & Equity (in %)
RRC,Range Resources Corporation,USD,1311,-,"Range Resources Corporation operates as an independent natural gas, natural gas liquids (NGLs), and oil company in the United States.",Crude Petroleum Extraction ,United States,TX,Fort Worth,CIK_0000315852,www.rangeresources.com,8970.51661,2553.264,1408.41,,1729.499,1332.975,-5.08,1220.289,871.142,162.801,217.335,0,215.841,595.977,0,6110.695,6845.935,132.23,0,1773.436,94.629,643.513,963.801,3398.355,3447.58,6845.935,,1,0.551611584,0.448388416,0.677367871,0.522067048,-0.00198961,0.477932952,0.341187594,0.023780682,0.031746577,0,0.031528345,0.087055603,0,0.89260196,1,0.019315112,0,0.259049494,0.013822655,0.093999286,0.140784422,0.496404801,0.503595199,1
AB,AllianceBernstein Holding L.P.,USD,6799,-,AllianceBernstein Holding L.P. is a publicly owned investment manager.,Commodity Contracts Intermediation ,United States,TN,Nashville,CIK_0000825313,www.alliancebernstein.com,0,0,0,,0,0,0,0,264.184,0,0,0,0,0,0,0,1973.046,0,0,0,0,0,0.552,0.552,1972.494,1973.046,,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00027977,0.00027977,0.99972023,1
HSC,Harsco Corporation,USD,1311,-,"Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas.",Crude Petroleum Extraction ,United States,NY,New York,CIK_0000004447,www.hess.com,52043.87685,10295,2732,,5102,3029,0,7266,1382,2018,1286,333,105,3916,0,17015,23201,426,0,8241,891,2996,2110,13902,9299,23201,,1,0.26537154,0.73462846,0.495580379,0.294220495,0,0.705779505,0.134239922,0.08697901,0.055428645,0.01435283,0.004525667,0.168785828,0,0.733373561,1,0.018361278,0,0.355200207,0.038403517,0.129132365,0.090944356,0.59919831,0.40080169,1
PMF,PIMCO Municipal Income Fund,USD,6726,-,PIMCO Municipal Income Fund is a closed ended fixed income mutual fund launched and managed by Allianz Global Investors Fund Management LLC. It is co-managed by Pacific Investment Management Company LLC. The fund invests in the fixed income markets of the United States.,Other Financial Vehicles ,United States,CA,Newport Beach,CIK_0001140392,www.allianzinvestors.com/Products/pages/1.aspx,445.40805,21.529,0,,0,18.221,0,3.308,8.224,0,5.11,0,0,5.11,0,0,457.418,0,0,18.179,1.1,17.062,0.028,35.269,422.149,457.418,,1,0,1,0,0.846346788,0,0.153653212,0.381996377,0,0.011171401,0,0,0.011171401,0,0,1,0,0,0.039742642,0.002404803,0.037300675,6.12132E-05,0.07710453,0.92289547,1
JBI,"Janus International Group, Inc.",USD,3442,-,"Janus International Group, Inc. manufacturers, supplies, and provides turn-key self-storage, and commercial and industrial building solutions in North America and internationally.",Metal Window and Door Manufacturing ,United States,GA,Temple,CIK_0001839839,www.janusintl.com,2472.45203,1082.309,639.477,,278.595,240.177,-0.481,842.132,132.653,109.7,222.6,54.3,4.1,398.6,0,98.3,1296.9,56,0,605.8,64.7,161.2,1.7,816.8,480.1,1296.9,,1,0.590845128,0.409154872,0.257408005,0.221911672,-0.00044442,0.778088328,0.122564813,0.084586321,0.171640065,0.041869072,0.003161385,0.307348292,0,0.075796129,1,0.043179891,0,0.467113887,0.049888195,0.124296399,0.001310818,0.629809546,0.370190454,1
DX,"Dynex Capital, Inc.",USD,6798,-,"Dynex Capital, Inc., a mortgage real estate investment trust, invests in mortgage-backed securities (MBS) on a leveraged basis in the United States.",Other Financial Vehicles ,United States,VA,Glen Allen,CIK_0000826675,www.dynexcapital.com,0,26.749,0,,-,-6.13,0,32.879,-6.13,271.168,0,0,145.268,447.786,0,0,6040.782,0,0,0,9.972,5077.399,159.037,5236.436,804.346,6040.782,,1,0,1,-,-0.229167446,0,1.229167446,-0.229167446,0.044889552,0,0,0.02404788,0.074127158,0,0,1,0,0,0,0.00165078,0.840520151,0.026327221,0.866847372,0.133152628,1
MDV,Modiv Inc.,USD,6798,-,"Modiv Industrial, Inc. is an internally managed REIT that is focused on single-tenant net-lease industrial manufacturing real estate.",Other Financial Vehicles ,United States,NV,Reno,CIK_0001645873,www.modiv.com,467.30188,51.06368,8.31986,,24.06138,9.04879,4.06671,42.01489,-4.55552,5.64161,11.47839,0,12.44806,35.72424,0,475.82554,539.06319,0.55764,0,282.32476,2.1943,7.33003,11.00457,300.65936,238.40384,539.06319,,1,0.16293107,0.83706893,0.471203407,0.177205991,0.079639971,0.822794009,-0.089212528,0.010465582,0.021293218,0,0.023092024,0.066270969,0,0.882689727,1,0.001034461,0,0.523732218,0.00407058,0.013597719,0.020414249,0.557744186,0.442255833,1
PATH,UiPath Inc.,USD,7372,-,"UiPath Inc. provides an end-to-end automation platform that offers a range of robotic process automation (RPA) solutions primarily in the United States, Romania, and Japan.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,NY,New York,CIK_0001734722,www.uipath.com,12308.79895,1211.368,189.114,,-191.825,-210.91,25.781,1422.278,-151.488,1003.08,457.255,0,89.466,2429.653,0,76.215,2787.058,13.664,0,0,470.803,627.685,140.473,825.845,1961.213,2787.058,,1,0.156116061,0.843883939,-0.158354026,-0.174108941,0.02128255,1.174108941,-0.125055309,0.359906396,0.164063683,0,0.032100516,0.871762626,0,0.02734604,1,0.004902661,0,0,0.168924723,0.225214186,0.050401893,0.29631425,0.70368575,1
DINO,HF Sinclair Corporation,USD,2911,-,HF Sinclair Corporation operates as an independent energy company.,Petroleum Refineries,United States,TX,Dallas,CIK_0001915657,www.hfsinclair.com,13228.44046,31964.395,28493.016,,2773.839,2241.966,0,29722.429,1589.666,2214.751,1949.379,3133.553,10.067,7402.392,0,6906.093,18901.812,2366.267,0,2861.962,151.788,3477.219,1725.363,8286.545,10615.267,18901.812,,1,0.89139857,0.10860143,0.086779024,0.070139479,0,0.929860521,0.049732398,0.117171359,0.103131858,0.165780561,0.000532594,0.391623406,0,0.365366717,1,0.12518731,0,0.151412045,0.008030341,0.183962204,0.091280296,0.438399504,0.561600496,1
NLS,"Nautilus, Inc.",USD,3949,-,"BowFlex Inc., a fitness solutions company, designs, develops, sources, and markets cardio and strength fitness products, and related accessories for consumer use in the United States, Canada, Europe, the Middle East, Africa, and internationally.",Sporting and Athletic Goods Manufacturing,United States,WA,Vancouver,CIK_0001078207,www.nautilusinc.com,54.52738,226.394,179.723,,-33.694,-46.148,-0.754,272.542,-72.744,8.134,24.187,66.077,2.158,117.55,0,45.258,167.678,63.235,0,13.987,8.235,85.243,7.15,120.555,47.123,167.678,,1,0.793850544,0.206149456,-0.148829033,-0.203839324,-0.003330477,1.203839324,-0.321315936,0.048509643,0.144246711,0.394070779,0.012869905,0.701046053,0,0.269910185,1,0.377121626,0,0.083415833,0.049111988,0.508373191,0.042641253,0.718967306,0.281032694,1
TGI,"Triumph Group, Inc.",USD,3728,-,"Triumph Group, Inc. designs, engineers, manufactures, repairs, overhauls, and distributes aerostructures, aircraft components, accessories, subassemblies, and systems worldwide.",Fluid Power Valve and Hose Fitting Manufacturing ,United States,PA,Radnor,CIK_0001021162,www.triumphgroup.com,2763.4835,1407.48,1022.332,,178.641,144.487,11.691,1262.993,-52.904,169.885,274.279,434.381,0,897.197,0,166.6,1673.132,154.955,0,1645.758,39.773,314.627,370.732,2341.348,-668.216,1673.132,,1,0.726356325,0.273643675,0.126922585,0.102656521,0.008306335,0.897343479,-0.037587745,0.101537117,0.163931477,0.259621476,0,0.536238025,0,0.099573734,1,0.092613733,0,0.983639067,0.023771585,0.188046729,0.221579648,1.399380324,-0.399380324,1
DBD,"Diebold Nixdorf, Incorporated",USD,2834,-,"Diebold Nixdorf, Incorporated engages in the automating, digitizing, and transforming the way people bank and shop worldwide.",Pharmaceutical Preparation Manufacturing ,Vietnam,0,Quy Nhon,0,www.bidiphar.com,2081.55504,3692.5,2820.3,,233.3,107.6,17.2,3584.9,1182.5,376.1,703.8,666.2,271.2,2080.8,0,264.7,4019.6,528.9,0,1253.1,698.7,1413.7,291.6,3028.1,991.5,4019.6,,1,0.763791469,0.236208531,0.063182126,0.029140149,0.004658091,0.970859851,0.320243737,0.093566524,0.175092049,0.165737884,0.0674694,0.517663449,0,0.065852324,1,0.131580257,0,0.311747438,0.173823266,0.351701662,0.072544532,0.753333665,0.246666335,1
VKI,Invesco Advantage Municipal Income Trust II,USD,6726,-,"Invesco Advantage Municipal Income Trust II is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc, INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States.",Other Financial Vehicles ,United States,GA,Atlanta,CIK_0000908993,www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30431,645.67955,32.24248,0,,0,27.80059,0,4.44189,-63.82138,13.8113,13.83137,0,0,27.64267,0,0,717.26667,11.06587,0,284.25998,0.02926,12.02839,0.02646,296.31484,420.95184,717.26667,,1,0,1,0,0.862234853,0,0.137765147,-1.979419077,0.01925546,0.019283442,0,0,0.038538902,0,0,1,0.015427832,0,0.396310036,4.07938E-05,0.01676976,3.689E-05,0.4131167,0.586883314,1
WHD,"Cactus, Inc.",USD,3533,-,"Cactus, Inc. designs, manufactures, and sells a range of wellheads and pressure control equipment in the United States, Australia, China, and the Kingdom of Saudi Arabia.",Oil and Gas Field Machinery and Equipment Manufacturing ,United States,TX,Houston,CIK_0001699136,www.cactuswhd.com,3127.67206,1009.868,642.366,,317.5,259.187,1.884,750.681,151.213,63.738,206.251,203.517,0,492.948,0,365.191,1464.15,65.217,0,0,40.447,177.367,251.725,454.079,1010.071,1464.15,,1,0.636089073,0.363910927,0.314397525,0.256654335,0.00186559,0.743345665,0.149735411,0.043532425,0.140867397,0.139000102,0,0.336678619,0,0.249421849,1,0.044542567,0,0,0.027624902,0.121139911,0.171925691,0.310131476,0.689868524,1
DDS,"Dillard's, Inc.",USD,5311,-,"Dillard's, Inc. operates retail department stores in the southeastern, southwestern, and midwestern areas of the United States.",Department Stores ,United States,AR,Little Rock,CIK_0000028917,www.dillards.com,6210.82226,6878.033,4009.9,,1131.235,948.291,-2.517,5929.742,777.531,842.001,59.481,1629.245,83.577,2665.561,0,1129.049,3897.934,1172.078,0,521.434,21.62,1202.159,334.457,2084.296,1813.638,3897.934,,1,0.583000983,0.416999017,0.164470714,0.137872412,-0.000365948,0.862127588,0.113045547,0.216012123,0.015259622,0.417976549,0.021441358,0.683839439,0,0.289653186,1,0.30069211,0,0.13377189,0.005546528,0.308409275,0.085803659,0.534718135,0.465281865,1
APH,Amphenol Corporation,USD,3678,-,"Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets electrical, electronic, and fiber optic connectors in the United States, China, and internationally.",Electronic Connector Manufacturing ,United States,CT,Wallingford,CIK_0000820313,www.amphenol.com,61949.9932,12554.7,8470.6,,3000.2,2593.8,29.7,9960.9,1928,1481.5,2571.2,2099.1,0,6773.3,0,1246.6,15759,1248.9,0,3936.4,239.2,2908.8,975.5,7820.7,7938.3,15759,,1,0.674695532,0.325304468,0.238970266,0.206599919,0.002365648,0.793400081,0.153567986,0.094009772,0.163157561,0.133200076,0,0.429805191,0,0.079104004,1,0.079249952,0,0.249787423,0.015178628,0.18458024,0.061901136,0.496268799,0.503731201,1
AROC,"Archrock, Inc.",USD,3533,-,"Archrock, Inc., together with its subsidiaries, operates as an energy infrastructure company in the United States.",Oil and Gas Field Machinery and Equipment Manufacturing ,United States,TX,Houston,CIK_0001389050,www.archrock.com,4020.29306,990.337,449.019,,424.679,258.438,-0.113,731.899,104.998,0.482,129.306,87.942,7.147,224.877,0,2317.283,2672.11,52,0,1604.554,6.485,159.375,34.16,1811.017,861.093,2672.11,,1,0.453400206,0.546599794,0.428822714,0.260959653,-0.000114103,0.739040347,0.106022495,0.000180382,0.048390972,0.03291107,0.002674665,0.084157089,0,0.867210931,1,0.019460277,0,0.600482016,0.002426921,0.059643877,0.012783905,0.677747922,0.322252078,1
TK,Teekay Corporation,USD,4412,-,Teekay Corporation engages in the international crude oil and other marine transportation services worldwide.,Deep Sea Freight Transportation ,Bermuda,0,Hamilton,CIK_0000911971,www.teekay.com,1375.1557,1464.975,786.792,,620.593,523.042,0.449,941.933,150.641,416.025,193.401,51.678,0.691,770.157,0,1281.238,2090.534,32.498,0,0,7.29,165.532,53.118,398.805,1691.729,2090.534,,1,0.537068551,0.462931449,0.423620198,0.357031349,0.00030649,0.642968651,0.102828376,0.199004178,0.092512726,0.02472,0.000330538,0.368402045,0,0.612875945,1,0.01554531,0,0,0.003487147,0.079181683,0.025408819,0.190767048,0.809232952,1
AMPY,Amplify Energy Corp.,USD,1311,-,"Amplify Energy Corp., together with its subsidiaries, engages in the acquisition, development, exploitation, and production of oil and natural gas properties in the United States.",Crude Petroleum Extraction ,United States,TX,Houston,"CIK_0001521847,CIK_0001533924",www.amplifyenergy.com,352.46943,277.358,160.439,,58.36,24.075,0.344,253.283,379.207,6.387,47.864,0,0,78.254,0,352.921,717.105,18.708,0,120,52.129,108.257,137.397,371.068,346.037,717.105,,1,0.578454561,0.421545439,0.210413978,0.086801174,0.001240274,0.913198826,1.36721133,0.008906645,0.066746153,0,0,0.109124884,0,0.492146896,1,0.02608823,0,0.167339511,0.072693678,0.150963945,0.191599557,0.517452814,0.482547186,1
DLR,"Digital Realty Trust, Inc.",USD,6798,-,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions.",Other Financial Vehicles ,United States,TX,Austin,CIK_0001297996,www.digitalrealty.com,60601.02427,5447.27,2598.071,,2386.114,697.755,68.431,4749.515,948.838,1062.05,1540.82,0,10.395,3017.07,0,24692.711,41932.517,2062.214,0,15821.093,385.521,3581.308,1088.724,21895.635,20036.882,41932.517,,1,0.476949187,0.523050813,0.438038504,0.128092604,0.01256244,0.871907396,0.174185968,0.0253276,0.03674523,0,0.000247898,0.071950606,0,0.588867847,1,0.049179352,0,0.377298911,0.009193844,0.085406464,0.025963717,0.522163623,0.477836377,1
AUS,Austerlitz Acquisition Corporation I,USD,3672,-,"AT & S Austria Technologie & Systemtechnik Aktiengesellschaft, together with its subsidiaries, manufactures and distributes printed circuit boards in Austria, Germany, Other European Countries, China, Other Asian Countries, and the Americas.",Bare Printed Circuit Board Manufacturing  ,Austria,0,Leoben,0,www.ats.net,2081.017,1507.293,1380.895,,241.501,-13.771,-10.626,1521.064,-77.87,711.181,356.124,154.315,0,1263.575,0,2937.85,4317.034,551.917,0,1373.325,24.1,920.047,822.35,3208.722,1108.312,4317.034,,1,0.916142382,0.083857618,0.160221669,-0.009136246,-0.007049724,1.009136246,-0.051662152,0.164738337,0.082492748,0.035745607,0,0.29269517,0,0.680525101,1,0.127846341,0,0.318117717,0.005582537,0.213120165,0.190489582,0.743270032,0.256729968,1
ATR,"AptarGroup, Inc.",USD,3089,-,"AptarGroup, Inc. designs and manufactures a range of drug delivery, consumer product dispensing, and active material science solutions and services for the pharmaceutical, beauty, personal care, home care, and food and beverage markets.",Unlaminated Plastics Profile Shape Manufacturing ,United States,IL,Crystal Lake,CIK_0000896622,www.aptar.com,9216.94947,3487.45,2224.051,,699.451,450.858,15.757,3036.592,284.487,151.573,737.252,490.872,1.577,1502.758,0,1442.158,4298.224,655.123,0,658.168,73.587,1231.64,133.133,2084.535,2213.689,4298.224,,1,0.63772986,0.36227014,0.200562302,0.129280133,0.004518201,0.870719867,0.081574503,0.0352641,0.171524797,0.114203448,0.000366896,0.349623007,0,0.335524161,1,0.152417138,0,0.15312557,0.017120327,0.286546257,0.030973956,0.484975888,0.515024112,1
DOUG,Douglas Elliman Inc.,USD,6531,-,Douglas Elliman Inc. engages in the real estate services and property technology investment business in the United States.,Lessors of Residential Buildings and Dwellings ,United States,FL,Miami,CIK_0001878897,www.elliman.com,272.73859,948.772,0,,-52.846,-60.856,-0.581,1009.628,-46.124,126.34,46.386,0,17.929,197.039,0,152.791,511.106,4.753,0,0,30.88,92.982,56.011,263.364,247.742,511.106,,1,0,1,-0.055699367,-0.064141859,-0.000612371,1.064141859,-0.048614419,0.247189428,0.090756125,0,0.035078829,0.385514942,0,0.298941902,1,0.009299441,0,0,0.060417995,0.181923124,0.109587835,0.515282544,0.484717456,1
KORE,"KORE Group Holdings, Inc.",USD,4812,-,"KORE Group Holdings, Inc. provides Internet of Things (IoT) services and solutions worldwide.",Wireless Telecommunications Carriers (except Satellite),United States,GA,Atlanta,CIK_0001855457,www.korewireless.com,489.05725,266.555,121.742,,23.952,-33.025,0.015,299.58,-202.911,19.767,48.22,9.925,3.595,92.226,0,22.027,586.176,22.455,0,412.633,10.143,62.838,29.858,515.07,71.106,586.176,,1,0.456723753,0.543276247,0.089857628,-0.123895631,5.62736E-05,1.123895631,-0.761235017,0.033721954,0.082261983,0.016931775,0.00613297,0.157334998,0,0.037577451,1,0.038307607,0,0.703940455,0.017303677,0.107199885,0.05093692,0.878695136,0.121304864,1
WLYB,"John Wiley & Sons, Inc.",USD,2721,-,"John Wiley & Sons, Inc. operates as a research and education company worldwide.",Periodical Publishers ,United States,NJ,Hoboken,CIK_0000107140,www.wiley.com,2719.56619,1961.316,605.016,,304.851,225.688,-1.188,1735.628,-114.834,83.218,147.253,30.131,106.487,425.569,0,301.513,2779.043,48.512,0,937.624,280.104,610.25,262.077,1911.767,867.276,2779.043,,1,0.308474514,0.691525486,0.155431863,0.115069678,-0.000605716,0.884930322,-0.058549464,0.029944841,0.052986946,0.010842222,0.038317867,0.15313509,0,0.108495263,1,0.017456369,0,0.337390965,0.100791531,0.219589981,0.094304766,0.687922785,0.312077215,1
RM,Regional Management Corp.,USD,6141,-,"Regional Management Corp., a diversified consumer finance company, provides various installment loan products primarily to customers with limited access to consumer credit from banks, thrifts, credit card companies, and other lenders in the United States.",Credit Card Issuing ,United States,SC,Greer,CIK_0001519401,www.regionalmanagement.com,1643.43825,534.227,220.034,,102.88,88.246,0,445.981,15.958,7.413,1517.345,0,117.029,1641.787,0,49.021,1765.34,30.559,0,1367.101,0,30.559,0,1434.755,330.585,1765.34,,1,0.411873604,0.588126396,0.192577313,0.165184463,0,0.834815537,0.029871197,0.004199191,0.859519979,0,0.066292612,0.930011782,0,0.027768588,1,0.017310546,0,0.774412295,0,0.017310546,0,0.81273579,0.18726421,1
MYTE,MYT Netherlands Parent B.V.,USD,5961,-,"MYT Netherlands Parent B.V., through its subsidiary, Mytheresa Group GmbH, operates a luxury e-commerce platform for fashion consumers in Germany, the United States, rest of Europe, and internationally.","Motorcycle, ATV, and All Other Motor Vehicle Dealers ",Germany,0,Munich,"CIK_0001839190,CIK_0001831907",www.mytheresa.com,339.43013,787.445,418.68,,-20.83,-24.444,0,811.889,-28.128,7.497,6.908,378.625,32.29,429.224,0,91.811,684.254,73.815,0,0,94.636,193.421,2.673,243.477,440.777,684.254,,1,0.531694277,0.468305723,-0.026452641,-0.031042168,0,1.031042168,-0.03572059,0.010956458,0.010095666,0.553339842,0.047190079,0.627287528,0,0.134176782,1,0.107876607,0,0,0.138305366,0.28267427,0.003906444,0.355828391,0.644171609,1
FOA,Finance Of America Companies Inc.,USD,6163,-,Finance of America Companies Inc. operates a consumer lending platform in the United States.,Mortgage and Nonmortgage Loan Brokers ,United States,TX,Plano,"CIK_0001828048,CIK_0001828937",www.financeofamerica.com,0,543.604,0,,-,-578.321,1.077,1121.925,-39.985,66.341,25565.63,0,248.585,25880.556,0,8.055,26397.462,0,0,8001.29,18.36,1198.8,17061.362,26293.853,103.609,26397.462,,1,0,1,-,-1.063864504,0.001981222,2.063864504,-0.073555382,0.002513158,0.968488183,0,0.009417004,0.980418345,0,0.000305143,1,0,0,0.303108306,0.000695521,0.045413457,0.646325848,0.996075039,0.003924961,1
